tool_id	name	description	panel_section_id	panel_section_name
comp1	Compare two Datasets	to find common or distinct rows	join__subtract_and_group	Join, Subtract and Group
toolshed.g2.bx.psu.edu/repos/iuc/datamash_ops/datamash_ops/1.9+galaxy0	Datamash	(operations on tabular data)	join__subtract_and_group	Join, Subtract and Group
toolshed.g2.bx.psu.edu/repos/iuc/datamash_ops/datamash_ops/datamash_ops/1.0.6	Datamash	(operations on tabular data)	join__subtract_and_group	Join, Subtract and Group
Grouping1	Group	data by a column and perform aggregate operation on other columns.	join__subtract_and_group	Join, Subtract and Group
join1	Join two Datasets	side by side on a specified field	join__subtract_and_group	Join, Subtract and Group
toolshed.g2.bx.psu.edu/repos/iuc/datamash_reverse/datamash_reverse/1.9+galaxy0	Reverse	columns in a tabular file	join__subtract_and_group	Join, Subtract and Group
toolshed.g2.bx.psu.edu/repos/iuc/datamash_transpose/datamash_transpose/1.9+galaxy0	Transpose	rows/columns in a tabular file	join__subtract_and_group	Join, Subtract and Group
toolshed.g2.bx.psu.edu/repos/iuc/bioext_bealign/bioext_bealign/0.21.10+galaxy0	Align sequences	to a reference using a codon alignment algorithm	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbmap/bbtools_bbmap/39.08+galaxy3	BBTools: BBMap	short-read aligner	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/iuc/bwa_mem2/bwa_mem2/2.3+galaxy0	BWA-MEM2	- map medium and long reads (> 100 bp) against reference genome	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/iuc/bwa_mem2/bwa_mem2_idx/2.3+galaxy0	BWA-MEM2 indexer	Build BWA-MEM2 reference index	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/bgruening/bismark/bismark_deduplicate/0.22.1	Bismark Deduplicate	Deduplicates reads mapped by Bismark	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/bgruening/bismark/bismark_bowtie2/0.22.1+galaxy4	Bismark Mapper	Bisulfite reads mapper	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/bgruening/bismark/bismark_methylation_extractor/0.22.1	Bismark Meth. Extractor	Reports on methylation status of reads mapped by Bismark	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/bgruening/bismark/bismark_pretty_report/0.22.1	Bismark Pretty Report	Generates a graphical HTML report page from report outputs of Bismark	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.5.4+galaxy0	Bowtie2	- map reads against reference genome	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.2.1+galaxy1	HISAT2	A fast and sensitive alignment program	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.04.22+galaxy0	LASTZ	: align long sequences	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_d_wrapper/1.04.22+galaxy0	LASTZ_D	: estimate substitution scores matrix	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/devteam/lastz_paired_reads/lastz_paired_reads_wrapper/1.1.1	Lastz paired reads	map short paired reads against reference sequence	mapping	Mapping
bfast_wrapper	Map with BFAST		mapping	Mapping
toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.19	Map with BWA	- map short reads (< 100 bp) against reference genome	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.19	Map with BWA-MEM	- map medium and long reads (> 100 bp) against reference genome	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/devteam/bowtie_wrappers/bowtie_wrapper/1.2.0	Map with Bowtie for Illumina		mapping	Mapping
toolshed.g2.bx.psu.edu/repos/devteam/bowtie_color_wrappers/bowtie_color_wrapper/1.1.2	Map with Bowtie for SOLiD		mapping	Mapping
toolshed.g2.bx.psu.edu/repos/iuc/kma/kma_map/1.6.8+galaxy0	Map with KMA		mapping	Mapping
mosaik_wrapper	Map with Mosaik		mapping	Mapping
PerM	Map with PerM	for SOLiD and Illumina	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/iuc/minimap2/minimap2/2.28+galaxy2	Map with minimap2	A fast pairwise aligner for genomic and spliced nucleotide sequences	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/bgruening/graphmap_align/graphmap_align/0.5.2	Mapper	for long, error-prone reads, like Nanopore ONT and PacBio	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/devteam/megablast_wrapper/megablast_wrapper/1.2.0	Megablast	compare short reads against htgs, nt, and wgs databases	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/bgruening/graphmap_overlap/graphmap_overlap/0.5.2	Owler	fast, trimmed overlap pipeline without aligning	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/bgruening/parabricks_fq2bam/parabricks_fq2bam/4.6.0-2+galaxy2	Parabricks fq2bam	Run GPU-bwa mem mapper	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/devteam/megablast_xml_parser/megablast_xml_parser/1.0.1	Parse blast XML output		mapping	Mapping
toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.7.11b+galaxy0	RNA STAR	Gapped-read mapper for RNA-seq data	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/iuc/rna_starsolo/rna_starsolo/2.7.11b+galaxy0	RNA STARSolo	mapping, demultiplexing and gene quantification for single cell RNA-seq	mapping	Mapping
srma_wrapper	Re-align with SRMA		mapping	Mapping
toolshed.g2.bx.psu.edu/repos/iuc/star_fusion/star_fusion/0.5.4-3+galaxy1	STAR-Fusion	detect fusion genes in RNA-Seq data	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.1	TopHat	Gapped-read mapper for RNA-seq data	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/iuc/winnowmap/winnowmap/2.03+galaxy1	Winnowmap	a mapping tool optimized for repetitive sequences	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/iuc/bwameth/bwameth/0.2.9+galaxy0	bwameth	Fast and accurate aligner of BS-Seq reads	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/iuc/pbmm2/pbmm2/1.17.0+galaxy0	pbmm2	map PacBio reads to a reference genome.	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/rnateam/segemehl/segemehl/0.2.0.4	segemehl	short read mapping with gaps	mapping	Mapping
toolshed.g2.bx.psu.edu/repos/iuc/pipelign/pipelign/0.2+galaxy0	Automated multiple sequence	alignment with pipelign	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/chromeister/chromeister/1.5.a+galaxy1	Chromeister	ultra-fast pairwise genome comparisons	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/2.1+galaxy1	ClustalW	multiple sequence alignment program for DNA or proteins	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/rnateam/compalignp/compalignp/1.0	Compalignp	Fractional identities between alignments	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/mummer_dnadiff/mummer_dnadiff/4.0.0+galaxy1	DNAdiff	Evaluate similarities/differences between two sequences	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/mummer_delta_filter/mummer_delta_filter/4.0.0+galaxy1	Delta-Filter	Filters alignment (delta) file from nucmer	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/bebatut/format_cd_hit_output/format_cd_hit_output/1.0.0+galaxy1	Format cd-hit outputs	to rename representative sequences with cluster name and/or extract distribution inside clusters given a mapping file	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/gecko/gecko/1.2+galaxy1	Gecko	Ungapped genome comparison	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/hammock/hammock/hammock_1.0/1.1.1	Hammock - cluster peptides	Clusters short peptide sequences	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/kc_align/kc-align/1.0.2+galaxy1	Kc-Align		multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/maf_stats/maf_stats1/1.0.2+galaxy0	MAF Coverage Stats	Alignment coverage information	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.526+galaxy2	MAFFT	Multiple alignment program for amino acid or nucleotide sequences	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft_add/7.526+galaxy2	MAFFT add	Align a sequence,alignment or fragments to an existing alignment.	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/mmseqs2_easy_linclust_clustering/mmseqs2_easy_linclust_clustering/17-b804f+galaxy0	MMseqs2 Sequence Clustering	of very large datasets	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/msaboot/msaboot/0.1.2	MSABOOT	Output PHYLIP file with bootstrapped multiple sequence alignment data	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/crs4/muscle/muscle/0.0.11	MUSCLE	multiple aligner	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/mummer_mummer/mummer_mummer/4.0.0+galaxy1	Mummer	Align two or more sequences	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/mummer_mummerplot/mummer_mummerplot/4.0.0+galaxy1	Mummerplot	Generate 2-D dotplot of aligned sequences	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/mummer_nucmer/mummer_nucmer/4.0.0+galaxy1	Nucmer	Align two or more sequences	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/sina/sina/1.7.2+galaxy0	SINA	reference based multiple sequence alignment	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/rnateam/selectsequencesfrommsa/selectsequencesfrommsa/1.0.2	Select Sequences	Tool to select representative sequences from a multiple sequence alignment.	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/mummer_show_coords/mummer_show_coords/4.0.0+galaxy1	Show-Coords	Parse delta file and report coordinates and other information	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/cd_hit/cd_hit/4.8.1+galaxy0	cd-hit	Cluster or compare biological sequence datasets	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/mashmap/mashmap/3.1.3+galaxy0	mashmap	Fast local alignment boundaries	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/trimal/trimal/1.5.1+galaxy0	trimAl	for automated alignment trimming	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/chopper/chopper/0.12.0+galaxy1	Chopper	Filtering and trimming of long reads.	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/clair3/clair3/1.0.10+galaxy1	Clair3	germline small variant caller for long-reads	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/ngmlr/ngmlr/0.2.7	CoNvex	Gap-cost alignMents for Long Reads	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_yield_plot/poretools_yield_plot/0.6.1a1.0	Collector’s curve	of sequencing yield over time	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_tabular/poretools_tabular/0.6.1a1.0	Extract FASTQ	in tabular format from a set of FAST5 files	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_events/poretools_events/0.6.1a1.0	Extract nanopore events	from a set of sequencing reads	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_extract/poretools_extract/0.6.1a1.0	Extract reads	in FASTA or FASTQ format from nanopore files	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_times/poretools_times/0.6.1a1.0	Extract time	and channel information from a set of FAST5 files	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/flair_collapse/flair_collapse/1.5+galaxy1	FLAIR collapse	defines high-confidence isoforms from flair-corrected reads	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/flair_correct/flair_correct/1.5+galaxy0	FLAIR correct	corrects misaligned splice sites using genome annotations	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_qualpos/poretools_qualpos/0.6.1a1.0	Generate box-whisker	plot of quality score distribution over positions in nanopore reads	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_hist/poretools_hist/0.6.1a1.0	Generate histogram	of nanopore read lengths	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_winner/poretools_winner/0.6.1a1.0	Get longest read	from a set of FAST5 files.	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/nanocomp/nanocomp/1.25.6+galaxy1	NanoComp	Compare multiple runs of long read sequencing data and alignments	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/nanocompore_db/nanocompore_db/1.0.0rc3.post2+galaxy2	NanoComporeDB	Process SampComp results database	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/leomrtns/nanofilt/nanofilt/0.1.0	NanoFilt	Filtering and trimming of long read sequencing data	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/nanoplot/nanoplot/1.46.2+galaxy0	NanoPlot	Plotting suite for Oxford Nanopore sequencing data and alignments	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/bgruening/nanopolish_eventalign/nanopolish_eventalign/0.14.0+galaxy0	Nanopolish eventalign	- Align nanopore events to reference k-mers	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/bgruening/nanopolish_methylation/nanopolish_methylation/0.14.0+galaxy0	Nanopolish methylation	- Classify nucleotides as methylated or not.	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/bgruening/nanopolish_polya/nanopolish_polya/0.14.0+galaxy0	Nanopolish polyA	- Estimate the length of the poly-A tail on direct RNA reads.	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/bgruening/nanopolish_variants/nanopolish_variants/0.14.0+galaxy0	Nanopolish variants	- Find SNPs of basecalled merged Nanopore reads and polishes the consensus sequences	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/nanopolishcomp_eventaligncollapse/nanopolishcomp_eventaligncollapse/0.6.11+galaxy1	NanopolishComp: EventalignCollapse	by kmers rather than by event	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/nanopolishcomp_freqmethcalculate/nanopolishcomp_freqmethcalculate/0.6.11+galaxy1	NanopolishComp: FreqMethCalculate	calculates methylation frequency at genomic CpG sites	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_occupancy/poretools_occupancy/0.6.1a1.0	Plot performance	per cell in nanopore reads	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_squiggle/poretools_squiggle/0.6.1a1.0	Plot signals	for nanopore reads	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/porechop/porechop/0.2.4+galaxy1	Porechop	adapter trimmer for Oxford Nanopore reads	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/pycoqc/pycoqc/2.5.2+galaxy0	Pycoqc	quality control for Nanopore sequencing data	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_stats/poretools_stats/0.6.1a1.0	Read length statistics	from a set of FAST5 files	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/nanocompore_sampcomp/nanocompore_sampcomp/1.0.0rc3.post2+galaxy1	SampComp	to compare Nanopolished datasets	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_nucdist/poretools_nucdist/0.6.1a1.0	Show nucleotide	distribution in nanopore sequencing reads	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_qualdist/poretools_qualdist/0.6.1a1.0	Show quality	score distribution in nanopore sequencing reads	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/m6anet/m6anet/2.1.0+galaxy0	m6anet	to detect m6A RNA modifications from nanopore data	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/medaka_consensus_pipeline/medaka_consensus_pipeline/2.1.1+galaxy0	medaka consensus pipeline	Assembly polishing via neural networks	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/medaka_consensus/medaka_consensus/2.1.1+galaxy0	medaka inference tool	inference from a trained model and alignments.	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/medaka_variant_pipeline/medaka_variant_pipeline/1.4.4+galaxy1	medaka variant pipeline	via neural networks	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/medaka_variant/medaka_variant/2.1.1+galaxy0	medaka vcf tool	decodes variant calls from medaka consensus output	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/ont_fast5_api_compress_fast5/ont_fast5_api_compress_fast5/3.1.3+galaxy1	ont_fast5_api: Compress	multi read file(s)	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/ont_fast5_api_multi_to_single_fast5/ont_fast5_api_multi_to_single_fast5/3.1.3+galaxy1	ont_fast5_api: Multi to single	read file(s)	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/ont_fast5_api_single_to_multi_fast5/ont_fast5_api_single_to_multi_fast5/3.1.3+galaxy1	ont_fast5_api: Single to multi	read file(s)	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/ont_fast5_api_fast5_subset/ont_fast5_api_fast5_subset/3.1.3+galaxy2	ont_fast5_api: Subset	of multi read file(s)	nanopore	Nanopore
aggregate_scores_in_intervals2	Aggregate datapoints	Appends the average, min, max of datapoints per interval	operate_on_genomic_intervals	Operate on Genomic Intervals
toolshed.g2.bx.psu.edu/repos/devteam/basecoverage/gops_basecoverage_1/1.0.0	Base Coverage	of all intervals	operate_on_genomic_intervals	Operate on Genomic Intervals
toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0	Cluster	the intervals of a dataset	operate_on_genomic_intervals	Operate on Genomic Intervals
toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0	Complement	intervals of a dataset	operate_on_genomic_intervals	Operate on Genomic Intervals
toolshed.g2.bx.psu.edu/repos/devteam/concat/gops_concat_1/1.0.1	Concatenate	two BED files	operate_on_genomic_intervals	Operate on Genomic Intervals
toolshed.g2.bx.psu.edu/repos/jjohnson/filter_bed_on_splice_junctions/filter_bed_on_splice_junctions/0.0.1	Filter BED on splice junctions	that are not in a reference bed file	operate_on_genomic_intervals	Operate on Genomic Intervals
toolshed.g2.bx.psu.edu/repos/devteam/join/gops_join_1/1.0.0	Join	the intervals of two datasets side-by-side	operate_on_genomic_intervals	Operate on Genomic Intervals
toolshed.g2.bx.psu.edu/repos/devteam/subtract/gops_subtract_1/1.0.0	Subtract	the intervals of two datasets	operate_on_genomic_intervals	Operate on Genomic Intervals
toolshed.g2.bx.psu.edu/repos/iuc/tbl2gff3/tbl2gff3/1.1	Table to GFF3		operate_on_genomic_intervals	Operate on Genomic Intervals
toolshed.g2.bx.psu.edu/repos/jjohnson/translate_bed_sequences/translate_bed_sequences/0.0.1	Translate BED Sequences	3 frame translation of BED augmented with a sequence column	operate_on_genomic_intervals	Operate on Genomic Intervals
toolshed.g2.bx.psu.edu/repos/galaxyp/translate_bed/translate_bed/0.1.0	Translate BED transcripts	cDNA in 3frames or CDS	operate_on_genomic_intervals	Operate on Genomic Intervals
toolshed.g2.bx.psu.edu/repos/bgruening/fastq_info/fastq_info/0.25.1+Galaxy0	FASTQ info	validates single or paired fastq files	quality_control	Quality Control
toolshed.g2.bx.psu.edu/repos/iuc/fileidentification/fileidentification/2.5.0+galaxy1	File Format Identification	Check multimedia files if they are corrupt or duplicated	quality_control	Quality Control
toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc/1.33+galaxy0	MultiQC	aggregate results from bioinformatics analyses into a single report	quality_control	Quality Control
toolshed.g2.bx.psu.edu/repos/iuc/sequali/sequali/1.0.2+galaxy0	sequali	Fast sequencing data quality metrics for short and long reads	quality_control	Quality Control
toolshed.g2.bx.psu.edu/repos/iuc/qualimap_counts/qualimap_counts/2.2.2c	QualiMap Counts QC		rna_analysis	RNA Analysis
toolshed.g2.bx.psu.edu/repos/iuc/tasmanian_mismatch/tasmanian_mismatch/1.0.9+galaxy1	Analysis of artifacts with Tasmanian	Quantify, visualize and summarize mismatches in deep sequencing data	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/iuc/ngsutils_bam_filter/ngsutils_bam_filter/0.5.9	BAM filter	Removes reads from a BAM file based on criteria	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/bgruening/bamhash/bamhash/1.1	BamHash	Hash BAM and FASTQ files to verify data integrity	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/iuc/bamutil_diff/bamutil_diff/1.0.15+galaxy1	BamUtil diff	two coordinate sorted SAM/BAM files	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.2	Convert SAM	to interval	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.5.2+galaxy3	Filter BAM	datasets on a variety of attributes	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/devteam/samtool_filter2/samtool_filter2/1.8+galaxy1	Filter SAM or BAM, output SAM or BAM	files on FLAG MAPQ RG LN or by region	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/devteam/pileup_parser/pileup_parser/1.0.2	Filter pileup	on coverage and SNPs	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.3	Generate pileup	from BAM dataset	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.2.0	Merge BAM Files	merges BAM files together	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools/2.5.2+galaxy3	Operate on and transform BAM	datasets in various ways	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.3	Pileup-to-Interval	condenses pileup format into ranges of bases	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/iuc/qualimap_bamqc/qualimap_bamqc/2.3+galaxy0	QualiMap BamQC		sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/iuc/qualimap_multi_bamqc/qualimap_multi_bamqc/2.3+galaxy0	QualiMap Multi-Sample BamQC		sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/2.0.1	RmDup	remove PCR duplicates	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/bgruening/sambamba_flagstat/sambamba_flagstat/1.0.1+galaxy2	Sambamba flagstat	Retrieving flag statistics from BAM file	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/bgruening/sambamba_markdup/sambamba_markdup/1.0.1+galaxy2	Sambamba markdup	Finds and marks duplicate reads in BAM files	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/bgruening/sambamba_merge/sambamba_merge/1.0.1+galaxy2	Sambamba merge	Merge several BAM files into one	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/bgruening/sambamba_sort/sambamba_sort/1.0.1+galaxy2	Sambamba sort	Tool to sort BAM files	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/iuc/samtools_ampliconclip/samtools_ampliconclip/1.22+galaxy1	Samtools ampliconclip	clip primer bases from bam files	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0.7	Samtools bedcov	calculate read depth for a set of genomic intervals	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0.7	Samtools calmd	recalculate MD/NM tags	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/iuc/samtools_consensus/samtools_consensus/1.22+galaxy1	Samtools consensus	generate consensus from a SAM, BAM or CRAM file	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/iuc/samtools_coverage/samtools_coverage/1.22+galaxy3	Samtools coverage	Produces a histogram or table of coverage per chromosome	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/iuc/samtools_depth/samtools_depth/1.22+galaxy1	Samtools depth	compute the depth at each position or region	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/iuc/samtools_fastx/samtools_fastx/1.22+galaxy1	Samtools fastx	extract FASTA or FASTQ from alignment files	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/iuc/samtools_fixmate/samtools_fixmate/1.22+galaxy1	Samtools fixmate	fill mate coordinates, ISIZE and mate related flags	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/devteam/samtools_flagstat/samtools_flagstat/2.0.8	Samtools flagstat	tabulate descriptive stats for BAM datset	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/devteam/samtools_idxstats/samtools_idxstats/2.0.8	Samtools idxstats	reports stats of the BAM index file	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/iuc/samtools_markdup/samtools_markdup/1.22+galaxy1	Samtools markdup	marks duplicate alignments	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/iuc/samtools_merge/samtools_merge/1.22+galaxy1	Samtools merge	merge multiple sorted alignment files	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.2.0	Samtools mpileup	multi-way pileup of variants	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/devteam/samtools_phase/samtools_phase/2.0.2	Samtools phase	call and phase heterozygous SNPs	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0.6	Samtools reheader	copy SAM/BAM header between datasets	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/devteam/samtools_sort/samtools_sort/2.0.8	Samtools sort	order of storing aligned sequences	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.22+galaxy1	Samtools split	BAM dataset on readgroups	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.8	Samtools stats	generate statistics for BAM dataset	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/iuc/samtools_view/samtools_view/1.22+galaxy1	Samtools view	- reformat, filter, or subsample SAM, BAM or CRAM	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.6	Slice	BAM by genomic regions	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/devteam/bamtools_split/bamtools_split/2.5.2+galaxy0	Split	BAM datasets on variety of attributes	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/iuc/bamtools_split_tag/bamtools_split_tag/2.5.2+galaxy2	Split BAM by read tag value	into a dataset list collection	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/iuc/bamtools_split_mapped/bamtools_split_mapped/2.5.2+galaxy2	Split BAM by reads mapping status	into a mapped and an unmapped dataset	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/iuc/bamtools_split_ref/bamtools_split_ref/2.5.2+galaxy2	Split BAM by reference	into a dataset list collection	sam_bam	SAM/BAM
